id,title_en,title_es,current_type,current_route,current_level,current_domain,learning_objective,actual_user_action,estimated_minutes,prerequisites,related_concepts,primary_sources,images,interactive_elements,technical_accuracy_status,content_depth,cognitive_load,duplication_candidates,target_route,target_stage,target_type,recommended_action,migration_notes,confidence
concept:commitment-based-discounts,Committing to spend: what a discount really buys and locks,Comprometer gasto: qué compra y qué amarra un descuento,spine-concept,/[locale]/lesson/cloud-platform-l4,L4,cloud-platform,Finance wants a three-year commitment on $34k of your $40k monthly compute. How much of that spend will still exist twelve months from now?,read+answer-check+graded-checkpoint+self-graded-recall,5,cloud-cost-as-a-design-signal,build-buy-open-weights,AWS Savings Plans User Guide (Compute / EC2 Instance / SageMaker AI plan types; Reserved Instances by service)|AWS Savings Plans User Guide (Compute / EC2 Instance / SageMaker AI plan types; Reserved Instances by service),schematic:stack,cloze|order|categorize,sourced,7,620,,shared-foundations,F1,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:cell-based-architecture,Cell-based architecture: buying a smaller worst day,Arquitectura basada en celdas: comprar un peor día más pequeño,spine-concept,/[locale]/lesson/cloud-platform-l5,L5,cloud-platform,"When one customer's bad day becomes everyone's bad day, is it worth running several copies of your system so a failure only reaches some of them?",read+answer-check+graded-checkpoint+self-graded-recall,5,regions-azs-and-blast-radius,,AWS Whitepaper — Reducing the Scope of Impact with Cell-Based Architecture|AWS Whitepaper — Reducing the Scope of Impact with Cell-Based Architecture,schematic:compare,order|match|cloze,sourced,7,632,,shared-foundations,F2,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:shuffle-sharding-and-poison-tenants,Shuffle sharding: containing the customer who ruins everything,Fragmentación aleatoria: contener al cliente que arruina todo,spine-concept,/[locale]/lesson/cloud-platform-l5,L5,cloud-platform,How do you stop one abusive customer from reaching all the others without buying a single extra server?,read+answer-check+graded-checkpoint+self-graded-recall,5,cell-based-architecture,,Amazon Builders' Library — Workload isolation using shuffle-sharding|Amazon Builders' Library — Workload isolation using shuffle-sharding,schematic:compare,cloze|match|categorize,sourced,7,634,,shared-foundations,F2,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:static-stability-and-control-plane-dependence,Static stability: keep working when the control plane can't help,Estabilidad estática: seguir funcionando cuando el plano de control no puede ayudar,spine-concept,/[locale]/lesson/cloud-platform-l5,L5,cloud-platform,Your recovery plan asks the cloud to create something. What happens when the cloud is exactly what's broken?,read+answer-check+graded-checkpoint+self-graded-recall,5,regions-azs-and-blast-radius,,Amazon Builders' Library — Static stability using Availability Zones|Amazon Builders' Library — Static stability using Availability Zones,schematic:compare,order|match|categorize,sourced,8,682,,shared-foundations,F2,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:multi-region-honesty,Multi-region: the honest version of the conversation,Multi-región: la versión honesta de la conversación,spine-concept,/[locale]/lesson/cloud-platform-l5,L5,cloud-platform,"Someone asks for multi-region with zero data loss. Which of those two requests is cheap, and which one rewrites your write path?",read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,6,static-stability-and-control-plane-dependence,,Amazon DynamoDB Developer Guide — Global tables with multi-Region strong consistency (region-set and immutability constraints)|Amazon DynamoDB Developer Guide — Global tables with multi-Region strong consistency (region-set and immutability constraints),schematic:axes,spectrum|cloze|order|match,sourced,6,609,,shared-foundations,F2,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:managed-data-platform-choices,Choosing a data platform you can still change your mind about,Elegir una plataforma de datos sobre la que todavía puedas cambiar de opinión,spine-concept,/[locale]/lesson/cloud-platform-l5,L5,cloud-platform,"You pick a database today. In two years, is changing your mind a config change or a six-month migration?",read+answer-check+graded-checkpoint+self-graded-recall,5,,,"Amazon S3 User Guide — S3 Tables (managed Apache Iceberg tables, automatic compaction, Glue Data Catalog integration)|Amazon S3 User Guide — S3 Tables (managed Apache Iceberg tables, automatic compaction, Glue Data Catalog integration)",schematic:stack,cloze|order|categorize,sourced,7,639,,shared-foundations,F2,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:landing-zone-and-account-boundaries,The account boundary is your strongest isolation primitive,El límite de cuenta es tu primitiva de aislamiento más fuerte,spine-concept,/[locale]/lesson/cloud-platform-l5,L5,cloud-platform,"""We can isolate teams with tags and IAM."" Which three things can a tag never do that a separate account does for free?",read+answer-check+graded-checkpoint+self-graded-recall,5,iam-least-privilege-mechanics,,AWS Control Tower User Guide + Landing Zone Accelerator on AWS documentation|AWS Control Tower User Guide + Landing Zone Accelerator on AWS documentation,schematic:compare,categorize|match|cloze,sourced,8,652,,shared-foundations,F2,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:guardrails-over-gatekeeping,Guardrails over gatekeeping: policy that can't be forgotten,Barreras en vez de porteros: política que no se puede olvidar,spine-concept,/[locale]/lesson/cloud-platform-l6,L6,cloud-platform,"Audit says no data store may ever become publicly readable. Does that rule live in a checklist, in a nightly scanner, or in the control plane?",read+answer-check+graded-checkpoint+self-graded-recall,5,landing-zone-and-account-boundaries,agent-sandboxing-least-privilege,AWS Organizations User Guide — Resource control policies (RCPs) and declarative policies|AWS Organizations User Guide — Resource control policies (RCPs) and declarative policies,schematic:stack,order|match|categorize,sourced,7,610,,shared-foundations,F3,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:platform-as-product-paved-roads,"A platform is a product, and its users can leave","Una plataforma es un producto, y sus usuarios pueden irse",spine-concept,/[locale]/lesson/cloud-platform-l6,L6,cloud-platform,"A year in, your paved road has 30% adoption and teams say their own scripts are faster. Do you mandate it, or admit you lost a comparison?",read+answer-check+graded-checkpoint+self-graded-recall,5,guardrails-over-gatekeeping,,"AWS Well-Architected Framework — Operational Excellence Pillar (OPS 3: organizational culture, enabling teams)|AWS Well-Architected Framework — Operational Excellence Pillar (OPS 3: organizational culture, enabling teams)",schematic:flow,cloze|order|match,sourced,7,608,,shared-foundations,F3,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:finops-as-engineering,FinOps as engineering: unit cost as a service-level objective,FinOps como ingeniería: el costo unitario como objetivo de nivel de servicio,spine-concept,/[locale]/lesson/cloud-platform-l6,L6,cloud-platform,"A VP wants every team's monthly spend on a shared dashboard. Why does that punish the team whose product is growing, and what would you publish instead?",read+answer-check+graded-checkpoint+self-graded-recall,5,commitment-based-discounts,,FinOps Foundation — FOCUS (FinOps Open Cost and Usage Specification) + AWS Data Exports documentation|FinOps Foundation — FOCUS (FinOps Open Cost and Usage Specification) + AWS Data Exports documentation,schematic:compare,cloze|order|categorize,sourced,7,621,,shared-foundations,F3,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:verified-resilience-gamedays,Resilience you haven't tested is a resilience story,La fiabilidad que no has probado es un cuento de fiabilidad,spine-concept,/[locale]/lesson/cloud-platform-l6,L6,cloud-platform,A senior engineer says checkout survives losing one availability zone because they designed it that way. How do you turn that into evidence without causing an outage?,read+answer-check+graded-checkpoint+self-graded-recall,5,static-stability-and-control-plane-dependence,,AWS Fault Injection Service User Guide + AWS Well-Architected Reliability Pillar (REL 12: test reliability)|AWS Fault Injection Service User Guide + AWS Well-Architected Reliability Pillar (REL 12: test reliability),schematic:flow,order|categorize|cloze,sourced,8,656,,shared-foundations,F3,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:cloud-security-program-at-scale,Security signal at org scale: from findings to sequences,Señal de seguridad a escala organizacional: de hallazgos a secuencias,spine-concept,/[locale]/lesson/cloud-platform-l6,L6,cloud-platform,"Four thousand open findings, thirty actioned a week. Does sorting them by severity tell you anything about what an attacker is actually doing in your accounts?",read+answer-check+graded-checkpoint+self-graded-recall,5,guardrails-over-gatekeeping,,Amazon GuardDuty User Guide — Extended Threat Detection (attack sequence findings)|Amazon GuardDuty User Guide — Extended Threat Detection (attack sequence findings),schematic:compare,match|categorize|order,sourced,7,629,,shared-foundations,F3,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:cloud-strategy-and-lock-in-math,"Lock-in is a price, not a sin — so calculate it","El amarre es un precio, no un pecado — entonces calcúlalo",spine-concept,/[locale]/lesson/cloud-platform-l7,L7,cloud-platform,"A director wants one rule: only provider-agnostic services, forever. What does that premium cost you on the components you were never going to move?",read+answer-check+graded-checkpoint+self-graded-recall,5,platform-as-product-paved-roads,,Martin Fowler — Bliki: Utility vs Strategic Dichotomy; AWS Well-Architected Framework (workload-appropriate service selection)|Martin Fowler — Bliki: Utility vs Strategic Dichotomy; AWS Well-Architected Framework (workload-appropriate service selection),schematic:axes,categorize|cloze|match,sourced,8,681,,shared-foundations,F3,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:capability-vs-cost-portfolio,"Running the cloud spend as a portfolio, not a budget line","Gestionar el gasto de nube como un portafolio, no como una línea de presupuesto",spine-concept,/[locale]/lesson/cloud-platform-l7,L7,cloud-platform,"The CFO asks for a 20% cut, and only 12% is recoverable waste. How do you show the other 8% is two bets rather than slack?",read+answer-check+graded-checkpoint+self-graded-recall,5,finops-as-engineering,,FinOps Foundation — FinOps Framework (Inform / Optimize / Operate phases and capability model)|FinOps Foundation — FinOps Framework (Inform / Optimize / Operate phases and capability model),schematic:stack,cloze|order|match,sourced,7,616,,shared-foundations,F3,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:org-wide-reliability-as-risk,"Reliability as enterprise risk, in the language of the room","La fiabilidad como riesgo empresarial, en el idioma de la sala",spine-concept,/[locale]/lesson/cloud-platform-l7,L7,cloud-platform,Two reliability proposals already got a nod and no budget. What single number turns an availability target into something an exec compares against a feature?,read+answer-check+graded-checkpoint+self-graded-recall,5,verified-resilience-gamedays,,"AWS Well-Architected Reliability Pillar (availability targets, cost of downtime) + Google SRE Book, ch. 3 ""Embracing Risk""|AWS Well-Architected Reliability Pillar (availability targets, cost of downtime) + Google SRE Book, ch. 3 ""Embracing Risk""",schematic:flow,cloze|categorize|match,sourced,8,670,,shared-foundations,F3,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
concept:migration-as-a-multi-year-program,"The migration nobody finishes, and how to make it finishable","La migración que nadie termina, y cómo hacerla terminable",spine-concept,/[locale]/lesson/cloud-platform-l7,L7,cloud-platform,The migration has sat at 70% for two quarters: 40 small services whose owners gain nothing by moving. What ends that tail besides a hard deadline?,read+answer-check+graded-checkpoint+self-graded-recall,5,cloud-strategy-and-lock-in-math,,Martin Fowler — StranglerFigApplication; AWS Prescriptive Guidance — migration strategies (the 7 Rs)|Martin Fowler — StranglerFigApplication; AWS Prescriptive Guidance — migration strategies (the 7 Rs),schematic:compare,order|categorize|match,sourced,7,626,,shared-foundations,F3,shared-foundation,CONVERT_TO_SHARED_FOUNDATION,"Appears in both routes' prerequisite closure; canonical definition in Codex, application per route.",high
codex:fixed-size-chunking,Fixed-size chunking,Chunking de tamaño fijo,codex-entry,/[locale]/codex#fixed-size-chunking,,chunking,"The source carries no usable structure (an OCR'd scan, a call transcript) and you need a hard ceiling that stays under the embedding model's input limit, such as the 8,191 tokens of text-embedding-3-small.",look-up,1,,rag-retrieval-quality|rag-as-system,https://learn.microsoft.com/en-us/azure/search/vector-search-how-to-chunk-documents,schematic:compare,,sourced,4,130,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:recursive-character-splitting,Recursive character splitting,División recursiva por caracteres,codex-entry,/[locale]/codex#recursive-character-splitting,,chunking,"The text has visible layout you want honored: blank lines between paragraphs, or code where function bodies are separated by blank lines, and you would rather cut there than at an arbitrary offset.",look-up,1,fixed-size-chunking,rag-retrieval-quality,https://raw.githubusercontent.com/langchain-ai/langchain/master/libs/text-splitters/langchain_text_splitters/character.py,schematic:flow,,sourced,4,129,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:sentence-based-chunking,Sentence-based chunking,Chunking por oraciones,codex-entry,/[locale]/codex#sentence-based-chunking,,chunking,"Your answers are sentence-shaped, such as policy clauses or product facts, and a chunk cut mid-sentence would be unusable as a quote you show back to the user.",look-up,1,fixed-size-chunking,rag-retrieval-quality|rag-as-system,https://raw.githubusercontent.com/run-llama/llama_index/main/llama-index-core/llama_index/core/node_parser/text/sentence.py,schematic:flow,,sourced,4,122,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:sliding-window-overlap,Sliding-window overlap,Solapamiento por ventana deslizante,codex-entry,/[locale]/codex#sliding-window-overlap,,chunking,"Answers span boundaries often in your corpus: an entity is named in one paragraph and its value given in the next, and you can point at retrieved chunks holding the number without the name.",look-up,1,fixed-size-chunking,rag-retrieval-quality|cost-latency-per-request,https://www.trychroma.com/research/evaluating-chunking,schematic:compare,,sourced,4,138,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:semantic-chunking-embedding-breakpoints,Semantic chunking (embedding-distance breakpoints),Semantic chunking por distancia entre embeddings,codex-entry,/[locale]/codex#semantic-chunking-embedding-breakpoints,,chunking,"Your corpus has no headings or markup, topics shift mid-paragraph (call transcripts, scraped prose), and you can measure recall against a fixed-size baseline on your own queries.",look-up,1,,rag-retrieval-quality|rag-as-system,https://developers.llamaindex.ai/python/framework/module_guides/loading/node_parsers/modules/,schematic:compare,,sourced,4,125,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:structural-markdown-aware-chunking,Structural (markdown-aware) chunking,"Chunking estructural, consciente del markdown",codex-entry,/[locale]/codex#structural-markdown-aware-chunking,,chunking,"Your source is Markdown, HTML, or already-parsed elements with real headings, and correct answers are scoped to one section: API reference, runbooks, policy documents.",look-up,1,,rag-retrieval-quality|indexing-tradeoffs,https://docs.langchain.com/oss/python/integrations/splitters/markdown_header_metadata_splitter,schematic:flow,,sourced,4,131,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:layout-aware-chunking-pdf-tables,Layout-aware chunking for PDFs and tables,Chunking consciente del layout para PDFs y tablas,codex-entry,/[locale]/codex#layout-aware-chunking-pdf-tables,,chunking,"Your corpus is PDFs where the answer lives in a table or a two-column page, and plain text extraction interleaves the columns or flattens a table row into one unlabeled line.",look-up,1,,rag-as-system|rag-retrieval-quality,https://arxiv.org/html/2408.09869v5,schematic:flow,,sourced,4,146,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:propositional-atomic-chunking,Propositional (atomic) chunking,Chunking proposicional o atómico,codex-entry,/[locale]/codex#propositional-atomic-chunking,,chunking,"Queries ask for a single fact, the reader has a hard context budget such as 500 tokens, and your retriever is unsupervised or running out of its training domain, where the granularity gain is largest.",look-up,1,,rag-retrieval-quality|prompting-as-incontext,https://arxiv.org/html/2312.06648v3,schematic:compare,,sourced,4,146,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:contextual-retrieval,Contextual retrieval,Recuperación contextual,codex-entry,/[locale]/codex#contextual-retrieval,,chunking,"Your chunks stop naming their own subject: the answer chunk says ""the company"" or ""that quarter"" and never repeats the entity, so a keyword or vector query for the entity never reaches it.",look-up,1,,rag-retrieval-quality|cost-latency-per-request,https://www.anthropic.com/news/contextual-retrieval,schematic:flow,,sourced,4,129,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:late-chunking,Late chunking,Late chunking (chunking tardío),codex-entry,/[locale]/codex#late-chunking,,chunking,"Documents are long and full of back references, and your encoder's context window covers a whole document. Check the window first: jina-embeddings-v2 gives 8192 tokens, roughly ten pages.",look-up,1,,rag-retrieval-quality,https://jina.ai/news/late-chunking-in-long-context-embedding-models/,schematic:compare,,sourced,4,125,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:parent-document-retrieval,Parent-document retrieval (small-to-big),Recuperación por documento padre (de chico a grande),codex-entry,/[locale]/codex#parent-document-retrieval,,chunking,"Your top hits are the right sentences but too small to answer from, and the model is missing the table row, list, or paragraph that surrounded the match.",look-up,1,,rag-retrieval-quality|indexing-tradeoffs,https://developers.llamaindex.ai/python/examples/retrievers/auto_merging_retriever/,schematic:stack,,sourced,4,130,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:chunk-size-selection-experiment,Chunk size as a measured decision,El tamaño de chunk como decisión medida,codex-entry,/[locale]/codex#chunk-size-selection-experiment,,chunking,"Before you index the real corpus, and again whenever you swap embedding model. The same sweep changes answer: with all-MiniLM-L6-v2, dropping overlap took recall from 82.4% to 77.1%, a penalty that did not appear with text-embedding-3-large.",look-up,1,,rag-retrieval-quality|eval-driven-dev,https://www.trychroma.com/research/evaluating-chunking,schematic:axes,,sourced,4,139,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:embedding-vector-geometry,Embedding (vector representation),Embedding (representación vectorial),codex-entry,/[locale]/codex#embedding-vector-geometry,,embeddings,"Your matching requirement has to survive paraphrase: the user's words and the document's words differ, and an exact-string or keyword index returns nothing usable.",look-up,1,,rag-retrieval-quality,https://developers.openai.com/api/docs/guides/embeddings,schematic:compare,,sourced,4,142,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:dense-retrieval,Dense retrieval,Recuperación densa,codex-entry,/[locale]/codex#dense-retrieval,,embeddings,"Your query logs contain paraphrases whose terms never appear in the document that answers them, and BM25 leaves that document outside the top 20.",look-up,1,embedding-vector-geometry,rag-retrieval-quality|indexing-tradeoffs,https://arxiv.org/abs/2004.04906,schematic:flow,,sourced,4,127,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:learned-sparse-retrieval,Learned sparse retrieval (SPLADE),Recuperación sparse aprendida (SPLADE),codex-entry,/[locale]/codex#learned-sparse-retrieval,,embeddings,You already operate an inverted index such as Lucene or Vespa and need paraphrase matching without standing up an ANN vector store next to it.,look-up,1,embedding-vector-geometry,rag-retrieval-quality|indexing-tradeoffs,https://ar5iv.labs.arxiv.org/html/2107.05720,schematic:compare,,sourced,4,137,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:late-interaction-multi-vector,Late interaction (ColBERT-style multi-vector),Interacción tardía (multi-vector estilo ColBERT),codex-entry,/[locale]/codex#late-interaction-multi-vector,,embeddings,"Recall is your ceiling: the correct passage is absent from the single-vector top 100, so no reranker over that pool can recover it.",look-up,1,embedding-vector-geometry|dense-retrieval,rag-as-system|cost-latency-per-request,https://ar5iv.labs.arxiv.org/html/2004.12832,schematic:flow,,sourced,4,146,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:matryoshka-embeddings-truncation,Matryoshka embeddings and dimension truncation,Embeddings Matryoshka y truncado de dimensiones,codex-entry,/[locale]/codex#matryoshka-embeddings-truncation,,embeddings,"Your vector store caps dimensions, or your RAM bill scales with them, and the model card states the model was trained with Matryoshka loss.",look-up,1,,rag-retrieval-quality|cost-latency-per-request,https://arxiv.org/abs/2205.13147,schematic:stack,,sourced,4,135,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:scalar-quantization-int8,Scalar quantization (int8),Cuantización escalar (int8),codex-entry,/[locale]/codex#scalar-quantization-int8,,embeddings,"RAM is the line item you need to cut and you can afford a few points of recall: this is usually the first compression to try, at 4x less vector memory. Qdrant's under-1% figure is quantization error, not recall — Weaviate measures 95-97% recall for the same technique, so budget 3-5%.",look-up,1,,indexing-tradeoffs|cost-latency-per-request,https://qdrant.tech/documentation/guides/quantization/,schematic:compare,,sourced,4,149,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:binary-quantization,Binary quantization,Cuantización binaria,codex-entry,/[locale]/codex#binary-quantization,,embeddings,"RAM dominates your cost at your corpus size, your model emits 1024 dimensions or more, and you still keep int8 or float32 copies reachable for the rescoring pass.",look-up,1,scalar-quantization-int8,rag-retrieval-quality|indexing-tradeoffs,https://huggingface.co/blog/embedding-quantization,schematic:flow,,sourced,4,118,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:recall-latency-memory-triangle,"The recall, latency and memory triangle","El triángulo de recall, latencia y memoria",codex-entry,/[locale]/codex#recall-latency-memory-triangle,,embeddings,"Before you accept any compression or offload setting: name which of the three you are willing to lose, then measure the other two on your own corpus and query mix.",look-up,1,scalar-quantization-int8|binary-quantization,indexing-tradeoffs|caching-fundamentals-and-costs|tradeoff-vocabulary,https://qdrant.tech/articles/memory-consumption/,schematic:compare,,sourced,4,162,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:exact-flat-vector-search,Exact (flat) vector search,Búsqueda vectorial exacta (flat),codex-entry,/[locale]/codex#exact-flat-vector-search,,vector-indexes,"Under roughly 10k vectors, or you expect only 1000-10000 total searches so build time never amortises, or you need a ground truth to measure another index's recall against.",look-up,1,,indexing-tradeoffs|big-o-as-tradeoff|capacity-estimation,https://github.com/facebookresearch/faiss/wiki/Guidelines-to-choose-an-index,schematic:compare,,sourced,4,113,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:hnsw-index,HNSW (hierarchical navigable small world),HNSW (grafo jerárquico navegable de mundo pequeño),codex-entry,/[locale]/codex#hnsw-index,,vector-indexes,"You need recall above 0.95 at single-digit-millisecond latency, and the graph plus the vectors both fit in the RAM of one instance.",look-up,1,exact-flat-vector-search,rag-retrieval-quality|memory-model-basics|read-the-tail-not-the-mean,https://arxiv.org/pdf/1603.09320v4,schematic:flow,,sourced,4,138,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:ivf-pq-index,IVF-PQ (inverted file with product quantization),IVF-PQ (archivo invertido con cuantización de producto),codex-entry,/[locale]/codex#ivf-pq-index,,vector-indexes,Your vectors no longer fit in RAM at float32 and you can afford a rescore pass over the top candidates against full-precision vectors.,look-up,1,exact-flat-vector-search,capacity-estimation|unit-economics-at-scale|indexing-tradeoffs,https://milvus.io/docs/ivf-pq.md,schematic:flow,,sourced,4,124,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:disk-based-ann,"Disk-based ANN (DiskANN, ScaNN family)","ANN en disco (familia DiskANN, ScaNN)",codex-entry,/[locale]/codex#disk-based-ann,,vector-indexes,"Your vector count times d x 4 bytes exceeds the RAM you are willing to rent, and a few milliseconds of SSD latency per query is acceptable to the product.",look-up,1,hnsw-index|ivf-pq-index,cost-latency-per-request|storage-engines-lsm-vs-btree|rag-as-system,https://suhasjs.github.io/files/diskann_neurips19.pdf,schematic:stack,,sourced,4,155,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:bm25-lexical-retrieval,BM25 (lexical retrieval),BM25 (recuperación léxica),codex-entry,/[locale]/codex#bm25-lexical-retrieval,,retrieval-ranking,"The query carries tokens that must match literally: error codes, SKUs, function names, ticket ids, legal citations, a rare surname.",look-up,1,,rag-retrieval-quality|indexing-tradeoffs,https://arxiv.org/pdf/2104.08663v4,schematic:compare,,sourced,4,116,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:hybrid-search,Hybrid search,Búsqueda híbrida,codex-entry,/[locale]/codex#hybrid-search,,retrieval-ranking,"Your miss log has two distinct shapes: queries that fail because the user paraphrased, and queries that fail on a literal identifier. One index cannot fix both.",look-up,1,bm25-lexical-retrieval,rag-retrieval-quality|rag-as-system,https://www.anthropic.com/news/contextual-retrieval,schematic:flow,,sourced,4,121,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:reciprocal-rank-fusion,Reciprocal Rank Fusion (RRF),Fusión por rango recíproco (RRF),codex-entry,/[locale]/codex#reciprocal-rank-fusion,,retrieval-ranking,"You hold two or more ranked lists whose scores live on different scales, and you have no labelled pairs to train a weighted combiner.",look-up,1,hybrid-search,rag-retrieval-quality|rag-as-system,https://dl.acm.org/doi/10.1145/1571941.1572114,schematic:flow,,sourced,4,122,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:cross-encoder-reranking,Cross-encoder reranking,Reranking con cross-encoder,codex-entry,/[locale]/codex#cross-encoder-reranking,,retrieval-ranking,"Recall@100 on your eval set is high but precision@5 is poor, meaning the right passage is retrieved and then sits below the cutoff you send to the model.",look-up,1,bm25-lexical-retrieval,rag-retrieval-quality|cost-latency-per-request,https://sbert.net/examples/applications/cross-encoder/README.html,schematic:compare,,sourced,4,116,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:query-rewriting,Query rewriting,Reescritura de consultas,codex-entry,/[locale]/codex#query-rewriting,,retrieval-ranking,"Your query log shows short, misspelled, or vocabulary-mismatched queries, and the metric that fails is recall at 50, not the ranking of what you already found.",look-up,1,,rag-retrieval-quality,https://learn.microsoft.com/en-us/azure/search/semantic-how-to-query-rewrite,schematic:flow,,sourced,4,115,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:hyde-hypothetical-document-embeddings,HyDE (hypothetical document embeddings),HyDE (embeddings de documentos hipotéticos),codex-entry,/[locale]/codex#hyde-hypothetical-document-embeddings,,retrieval-ranking,"You have no relevance labels and no query log, and an off-the-shelf or unsupervised embedding model is losing to BM25 on your own eval set.",look-up,1,,rag-retrieval-quality|rag-as-system,https://arxiv.org/abs/2212.10496,schematic:compare,,sourced,4,124,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:multi-query-fan-out,Multi-query fan-out,Fan-out de múltiples consultas,codex-entry,/[locale]/codex#multi-query-fan-out,,retrieval-ranking,"One phrasing of a question reliably misses documents you know are indexed, and your eval shows recall swinging widely across paraphrases of the same intent.",look-up,1,,rag-retrieval-quality|cost-latency-per-request,https://raw.githubusercontent.com/langchain-ai/langchain/master/libs/langchain/langchain_classic/retrievers/multi_query.py,schematic:flow,,sourced,4,102,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
codex:query-decomposition-multi-hop,Query decomposition for multi-hop questions,Descomposición de consultas para preguntas multi-hop,codex-entry,/[locale]/codex#query-decomposition-multi-hop,,retrieval-ranking,"The items failing your eval are questions whose answer depends on a fact you can only look up after resolving an earlier one, and single-shot retrieval returns documents for one hop only.",look-up,1,,rag-as-system|rag-retrieval-quality,https://arxiv.org/abs/2210.03350,schematic:flow,,sourced,4,125,,shared-foundations,,codex,KEEP,Codex is already reference-shaped; it stays the canonical layer.,high
